,,,,Did you notice how huge their house is?
,,,,Have you seen how big their house is?
,Mmerɛ nni hɔ ma wo ,,Meka ɛno ho asɛm kyerɛ wo.,I give you my word on that.
,,,,I promise you that 
,,,,I assure you of that
,,,,You have my word
,Wo mmerɛ a aka sua ,,Ɛhaw me yiye.,I'm devastated.
,,,,I am heartbroken 
,,,,I am very upset 
,,,,I feel crushed 
"Sooner or later, we all are going to die.",Ɛrenkyɛ koraa na yɛn nyinaa bɛwu,,Ná ayi no ye nnora.,The funeral was yesterday.
,,,,The funeral took place yesterday 
,,,,The funeral was held yesterday 
,,,,It was yesterday that the funeral happened 
,}bra twa owuo ,,Me yere nsɔre m'anim.,My wife doesn't get up before me.
,,,,My wife never wakes up before me 
,,,,She never gets up ahead of me 
,ɛberɛ bi bɛba a yɛn nyinaa bɛwu ,,Asamoah betumi abua no.,Asamoah can answer.
,,,,Asamoah can respond 
,,,,Asamoah is capable of answering 
,,,,Asamoah is able to answer
Kwaku has next to nothing in his wallet.,Kwaku nni biribiara wɔ ne bag mu.,,Mekaa hwee kyerɛɛ wɔn.,I told them nothing.
,,,,I didnt tell them anything 
,,,,I said nothing to them 
,,,,I gave them no information 
,Kwaku bɔtom awe,,Yɛhwɛ kwan sɛ ɔbɛboa yɛn.,We expect that he'll help us.
,,,,We hope he will help us 
,,,,We expect that he will come to our aid 
,,,,We are counting on him to help 
,Kwaku nni ne ho hwee,,Ná ɛyɛ bere pa a ɛsɛ sɛ yɛfew ano.,It was the perfect moment for a kiss.
,,,,It was the ideal time to kiss
,,,,The moment was perfect for a kiss 
,,,,It was the perfect opportunity to kiss
,Kwaku nni sika wɔ ne walɛt mu ,,Dɛn na wobɛka sɛ ɛsɛ sɛ wokɔ nnwonto no ase?,What do you say to going to the concert?
I'm Kwaku's boss.,Meyɛ Kwaku adwumam panyin.,,,Do you want to go to the concert?
,Kwaku adwuma mu panin ne me ,,,Shall we go to the concert?
,Me na mehwɛ Kwaku so wɔ adwuma mu ,,Bere bɛn na wiase no bɛba awiei?,When will the world come to an end?
,,,,When is the end of the world 
,,,,When will the world end?
,,,,At what time will the world end?
,Meyɛ Kwaku panin wɔ adwuma mu,,Asamoah yɛ ɔnokwafo.,Asamoah is a sincere person.
,,,,Asamoah is an honest person 
,,,,Asamoah is genuine 
,,,,Asamoah is trustworthy 
It's their job.,Ɛyɛ wɔn adwuma.,,Awarefo no de sika pii na ɛyɛɛ wɔn fie.,The couple spent a lot of money on furnishing their house.
,,,,They spent a fortune decorating their home 
,,,,They spent a lot on their home furniture 
,,,,They invested heavily in furnishing their house 
,Wɔn adwuma no no,,"Ná ne ho ye, na na ɔnom nsa.",He was good and drunk.
,,,,He felt fine but was drunk 
,,,,He was happy and intoxicated
,Adwuma a wɔyɛ no no ,,Ná yɛhwɛ sɛnea asubɔnten no mu dɔ fa.,We measured the depth of the river.
,,,,We checked how deep the river was 
,,,,We found out the depth of the river 
,,,,We measured how far down the river went 
That's your problem.,Ɛno ne wo haw.,,Me mu reyɛ duru.,I'm gaining weight.
,,,,I am putting on weight 
,,,,I am getting heavier 
,,,,I have gaining pounds lately 
,"ɛno deɛ, w'asɛm ",,Yɛsrɛ sɛ fa wo tekiti wɔ ɔpon no ano.,Please pick up your ticket at the counter.
,,,,Collect your ticket at the counter
,,,,"Pick up your ticket from the counter, please "
,,,,Your ticket is ready at the counter
Kwaku recognized me.,Kwaku huu me.,,"Sɛ́ Asamoah no, ɔwɔ dan abien a adan abien wom.",Asamoah has a house with two rooms.
,,,,Asamoah owns a two-room house 
,,,,Asamoah's house has two rooms 
,Kwaku kaee me ,,Minni sika pii saa bere no.,I don't have enough money at the moment.
,,,,I am short on money right now 
,,,,I dont have much cash at the moment 
,,,,I dont have sufficient money right now
,Kwaku werɛ amfi me ,,Sɛ obi a onim nyansa yiye te sɛ Asamoah.,Asamoah is a very clever man.
,,,,Asamoah is brilliant 
,,,,Asamoah is extremely smart 
,,,,Asamoah is an intelligent man 
,Kwaku hunuu sɛ ɛyɛ me a,,"Bere a Ɔhemmaa no soo nkuruwa no mu no, ɔde guu adaka no mu.",Asamoah rinsed off the plates and put them into the dishwasher.
,,,,He washed the plates and put them in the dishwasher 
,,,,Asamoah cleaned the dishes and placed them in the dishwasher 
What language do they speak in Switzerland?,Kasa bɛn na wɔka wɔ Switzerland?,,Mepɛ sɛ wosan susuw gyinae a woasi no ho.,I want you to reconsider your decision.
,,,,I want you to rethink your choice
,,,,I would like you to think about your decision again
,Wɔka kasa bɛn wɔ Switzerland?,,Ɛyɛ nwonwa yiye.,It's quite remarkable.
,,,,It is truly amazing 
,,,,It is quite impressive
Almost three thousand people died.,Nnipa bɛyɛ mpensa wuwui.,,Meyɛ aso tie asɛm yiye.,I'm attentive.
,,,,I am paying close attention 
,,,,I am focused 
,,,,I am very alert 
,Nnipa a wɔwui no bɛduru mpem mmiɛnsa,,Wususuw ho dɛn ankasa?,What do you really think?
,,,,What is your honest opinion?
,,,,What do you truly think?
,,,,How do you really feel about it?
,Nnipa a wɔwui no bɛyɛ mpem mmiɛnsa,,Woyɛ nea wubetumi biara.,You do what you can.
,,,,Do what you are able to do 
,,,,Just do your best 
,,,,Do all that you can 
We'll notify Kwaku.,Yɛrenni kan nka Kwaku ho asɛm.,,"Sɛnea mihu no, ɛno ne ɔkwan a eye sen biara.","As I see it, that is the best way."
,,,,"In my opinion, that is the best approach "
,,,,I think that is the best way 
,Yɛbɛyi Kwaku asotire ,,Mepɛ sɛ migye wo sika.,I want to hire you.
,,,,I would like to employ you 
,,,,I would like to offer you a job 
,,,,I wan t to bring you on board 
,Yɛbɛbɔ Kwaku amanneɛ ,,Ná adetɔfo foforo biara nni sotɔɔ no mu.,There were no other customers in the store.
,,,,The store had no other customers 
,,,,The shop was empty of other customers
,Yɛne Kwaku bɛdi ho nkɔmmɔ ,,Ɛyɛ nwonwa sɛ ebetumi aba saa.,One wonders how it's possible.
,,,,How could this be possible?
,,,,It is hard to believe this can happen 
I don't have time to be sick.,Minni bere a mede bɛsa.,,Asamaoh ye nipa kese,Asamoah's great.
,,,,Asamoah is fantastic 
,,,,Asamoah is wonderful
,,,,Asamoah is an amazing person 
,Menni berɛ na mede ayare ,,So wotee nteɛteɛm no?,Didn't you hear the scream?
,,,,Didn't you hear that scream?
,,,,Didn't you hear the yell?
,Mmerɛ nni na mede ayare ,,Ná ne fã adwudwo.,He had a stroke.
,,,,He suffered a stroke 
,,,,He experienced a stroke 
Her son's death broke Abena's heart.,Ne babarima no wu no maa Abena koma tui.,,Esi bɔɔ ne tirim sɛ ɔbɛyɛ ne fie ho mfonini.,Esi hired Asamoah to paint her house.
,,,,Esi employed Asamoah to paint her house 
,,,,Esi hired Asamoah for house painting 
,Abena babarima wuo no aha no yie ,,Medɔ wo paa.,I love you so much.
,,,,I really love you 
,,,,I love you deeply 
,,,,I love you a lot 
,Abena adi ne babarima wuo no ho yaw pa ara ,,Megyina w'akyi wɔ ahohia bere mu.,I'll stand by you in time of need.
,,,,I will support you in difficult times 
,,,,I will be there for you whe you need me 
,,,,I will stick with you in times of need
That isn't Kwaku's bicycle.,Ɛno nyɛ Kwaku sakre.,,Mewɔ mmirikatufo nan na ɛyɛ me yaw yiye.,I have athlete's foot and it's very itchy.
,,,,I have athlete's foot and it itches badly 
,,,,I am suffering from itchy athlete's foot 
,Sakre wei nni Kwaku ,,Me nuabarima hwɛ television.,My brother watches television.
,,,,My brother enjoys watching television 
,,,,My brother is watching television 
,Sakre wei nyɛ Kwaku dea,,"Ná misusuw sɛ sɛ Asamoah hwɛ Esi a, n'ani begye papa.",I thought Asamoah would be glad to see Esi.
,,,,I thought Asamoah would be happy to see Esi 
,,,,I expected Asamoah to be pleased to see Esi 
,,,,I figured Asamoah would enjoy seeing Esi 
,ɛnyɛ Kwaku sakre no nie ,,Ɔtoo dwom yiye araa ma ɛyɛ den sɛ obi betumi ate nusu.,He sings so well that it's impossible to hold back tears.
,,,,He sings so beautifully it is hard not to cry 
,,,,His singing moves people to tears
No one showed up.,Obiara amma.,,Nsa a wɔnom no ɔha biara mu 5 na ɛwɔ saa aduru yi mu.,This beer contains 5% alcohol.
,Obiara ansi hɔ ,,,This beer has 5% alcohol 
She made friends with Asamoah at the party.,Onyaa nnamfo wɔ apontow no ase.,,,The alcohol content of this beer is 5%
,Apontoɔ no ase na ɔne Asamoah faa nnamfoɔ ,,,There is 5% alcohol is this beer
,Apontoɔ no ase na ɔne Asamoah nyaa ayɔnkofa ,,Ná wosusuw hokwan biara a wobenya ho.,They took every possibility into consideration.
,,,,They considered every possibility 
,,,,All options were taken into account
,,,,They thought about all possible outcomes
Cain was evil.,Ná Kain yɛ ɔbɔnefo.,,"Anigyesɛm ne sɛ, hyɛn no mufo biara anhaw.","Fortunately, no passengers were injured."
,,,,"Luckily, none of the passengers were hurt "
,,,,"Thankfully, no passengers were harmed "
,,,,"Thankfully, all passengers were safe "
,Na Cain tirimu yɛ sum ,,Mfutuma akata ɔpon no so.,The desk is covered with dust.
,,,,The desk is dusty 
,,,,The desk is coated in dust
,Na Cain yɛ nipabɔne ni ,,So ɛyɛ nokware sɛ na wowɔ TV so besi nnɛ?,Is it true that you were on TV yesterday?
,,,,Were you really on TV yesterday?
,,,,Is it true you appeared on TV yesterday?
,,,,Did you actually go on TV yesterday?
I've been sick for a very long time.,Mayare bere tenten.,,Obiara anto nsa frɛɛ me sɛ memmra apontow no ase.,Nobody invited me to the party.
,,,,No one asked me to the party 
,,,,I wasnt invited to the party by anyone
,Mayare akyɛ ,,Minnim bere tenten a saa tebea yi bedi.,I don't know how long this situation is going to last.
,,,,I dont know how long this will continue 
,,,,I am unsure how long this will last 
,,,,I dont know when the situation will end
,Mmerɛ tenten nie na mayare,,Wasiesie ne ho bere nyinaa.,He is always prepared.
,,,,He is always ready 
,,,,He is always on top of things 
,Yareɛ yi atena me so akyɛ ,,Ná onniidi nnanu.,He hadn't eaten in two days.
,,,,He went two days without eating 
,,,,It had been two days since he last ate
Who told you the story?,Hena na ɔkaa asɛm no kyerɛɛ wo?,,"Esiane sɛ na m'ani so atan me nti, anka mereyɛ akyere me.",Asamoah risked getting in trouble for me.
,,,,Asamoah put himself as risk for me 
,,,,Asamoah could have gotten into trouble to help me 
,Hwan na bɔɔ wo amaneɛ?,,Ɛsɛ sɛ yɛma yɛn ani da hɔ.,We must remain vigilant.
,,,,We have to stay alert 
,,,,We must keep our eyes open 
,Hwan na bɔɔ wo asɛm no mu?,,Ɔfew n'ano.,She was kissed by him.
,,,,He kissed her 
,,,,She received a kiss from him 
,,,,He gave her a kiss
We'll lose everything.,Yɛbɛsɛe biribiara.,,"Sɛ odu hɔ pɛ a, mɛka akyerɛ no.","As soon as he arrives, I'll tell him."
,,,,I will tell him the moment he arrives
,,,,Once he arrives I will let him know 
,,,,I will inform him as soon as he gets here
,Yɛbɛhwere biribiara ,,"Wokae no, ɛnte saa?","You remember him, don't you?"
,,,,"You remember him, right?"
,,,,"You do remember him, dont you?"
,,,,"He is familiar to you, isnt he?"
,Biribiara bɛhwere yɛn ,,Minni sika nnɛ.,I have no money today.
,,,,I dont have any money today 
,,,,I am out of money today 
,Ne nyinaa bɛfiri yɛn nsa ,,M'ani begye ho sɛ mehu Asamoah bio.,I'd like to see Asamoah one more time.
,,,,I want to see Asamoah again 
,,,,I would like one more meeting with Asamoah 
,,,,I wish to see Asamoah once more
Shall I go on?,So mɛkɔ so ayɛ?,,"Sɛ ade sa a, na wo ho ntɔ wo.",You had better not go after dark.
,,,,It is best if you dont go after dark 
,,,,Dont go out after dark 
,Metumi toa so anaa?,,Ɔkɔɔ so sɔɔ no hwɛe.,He carried on with his experiment.
,,,,He continued his experiment 
,,,,He kept working on his experiment
,,,,He went on with the experiment 
,Mentoa so anaa?,,Me telefon foforo no ye sen me telefon dedaw no.,My new phone is thinner than my old phone.
,,,,My new phone is slimmer than my old one 
,,,,This phone is thinner than my previous phone
,,,,My old phone was thicker than the new one
Kwame isn't happy about what's happened.,"Nea esii no, nea asi no, n'ani nnye ho.",,Amerika atubrafo a wodi kan no duu hɔ wɔ afeha a ɛto so 17 no mu.,The first American colonists arrived in the 17th century.
,,,,The first settlers came to America in the 1600s 
,,,,America was first colonized in the 17th century 
,,,,The first American colonists landed in the 17th century
,Kwame ani annye nea ɛsiiɛ no ho ,,So wo kraman no kyerɛ biribi?,Is your dog mean?
,,,,Is your dog aggressive?
,,,,Does your dog bite?
,,,,Is your dog unfriendly?
I thought it was Kwame.,Ná ɛyɛ me sɛ me na me ne no nam.,,Manim Asamoah bere tenten.,I've known Asamoah for a long time.
,,,,I have been friends with Asamoah for a long time 
,,,,I have known Asamoah for years
,Na ɛyɛ me sɛ ɛyɛ Kwame a,,Ɛno yɛ anigyesɛm ma me.,That's good news to me.
,,,,That is great news for me 
,,,,I am happy to hear that
,Na medwene sɛ Kwame a,,Ɛyɛ pɛ!,Perfect!
,,,,Spot on!
,,,,Exactly!
,,,,Just right!
What kind of dreams do you have?,Anidaso bɛn na wowɔ?,,Wiase no mu hena na wususuw sɛ woyɛ bi?,Who in the world do you think you are?
,,,,Who do you think you are?
,,,,Who do you think you are kidding?
,Wo daeɛso ne sɛn?,,Mekɔɔ adidibea hɔ kodii awia.,I entered the restaurant and had lunch.
,,,,I came into the restaurant and had my lunch 
,,,,I went into the restaurant and ate lunch
,Wo tirimpɔ ne sɛn?,,"Sɛnea Asamoah ka kyerɛɛ Esi no, ɔkae sɛ ɔmma John kɔfe kuruwa biako.",Asamoah suggested to Esi that she offer John a cup of coffee.
,,,,Asamoah told Esi to offer John a cup of coffee
,,,,He suggested that Esi give John a cup of coffee
,,,,Asamoah recommended Esi serve John coffee
,Wo botaeɛ ne sɛn?,,"Onyaa ne ti didii mu wɔ akwanhyia bi a esii afe a etwaam no mu, nanso na ɔda so ara de n'ani kyerɛ soro.","He survived an accident last year, but still drives recklessly."
,,,,Last year he survived a crash yet he still drives carelessly 
,,,,He had an accident last yer but continues to drive dangerously 
He came all the way from Nikko to see me off.,Ɔbaa hɔ bɛhwɛɛ me.,,Mikyinkyin kakra.,I wandered around for a while.
,,,,I walked around for a bit 
,,,,I strolled around for a while
,ɔbɔɔ anamɔn firii Nikko bɛgyaa me kwan ,,Makɔ nea ɛto so abien.,I've gone to Kyoto twice.
,,,,I have visited Kyoto two times 
,,,,I have been to Kyoto twice 
,,,,I went to Kyoto on two occasions 
,ɔfirii Nikko bɛgyaa me kwan ,,Wɔyɛɛ me sɛ metwɛn mmoro simma 30.,I was made to wait for over 30 minutes.
,,,,I had to wait more than 30 minutes 
,,,,They made me wait for over half an hour 
,,,,I ended up waiting for 30 minutes or more
Don't be sad.,Mma w'abam mmu.,,Ɛsɛ sɛ mekɔ so tra hɔ.,I've got to keep going.
,,,,I have to keep moving 
,,,,I need to keep going 
,,,,I must carry on 
,Mma wo werɛ nho ,,Me botae ne sɛ mɛyɛ ɔkyerɛkyerɛfo.,My dream is to become a teacher.
,,,,I dream of becoming a teacher 
,,,,My goal is to be a teacher 
,Nni awerɛhoɔ ,,"Esiane ahum no nti, hyɛn no antumi amfi po so hyɛn gyinabea hɔ.","Because of the storm, the ship couldn't leave port."
,,,,The storm prevented the ship from leaving port 
,,,,The ship was unable to depart because of the storm 
,,,,Due to the storm the ship could not sail
He can't control his desires.,Ontumi nni n'akɔnnɔ ahorow so.,,Wɔkyerɛ sɛ asase so hyew a ayɛ no fi carbon dioxide ankasa.,It is said that global warming is directly related to carbon dioxide emissions.
,,,,They say global warming is caused by carbon dioxide emissions 
,,,,Global warming is reportedly linked directly to CO emissions 
,,,,It is believed that carbon dioxide emissions are a major cause of global warming
,ɔntumi nhyɛ n'akɔnnɔ so ,,Ɔmaa me nsa kaa ne kyerɛwtohɔ ahorow.,She gave me access to her records.
,,,,She allowed me to see her records
,,,,She let me access her records 
,,,,I was granted access to her records by her 
I didn't say anything.,Mantumi anka hwee.,,So wohyɛɛ no nkuran sɛ ɔnkɔ polisifo hɔ?,Did you advise him to go to the police?
,,,,Did you suggest he go to the police?
,,,,Did you tell him to contact the police?
,Manka hwee,,Mepɛ sɛ meyɛ obi a ɔhwehwɛ nneɛma mu.,I want to be an actress.
,,,,My ambition is to be an actress
,,,,I hopre to pursue a career as an actress
,Manka biribiara ,,Hena na ɔka kyerɛɛ wo sɛ mintumi nnom nsu?,Who told you I wasn't able to swim?
,,,,Who said I could not swim?
,,,,Who told you I could not go swimming?
,,,,Who claimed I was not able to swim?
Asamoah isn't my father.,Me papa a wɔfrɛ no ulah no nyɛ me papa.,,Mifii ase tee nea enti a wonhaw wo ho sɛ wobɛkyerɛkyerɛ nneɛma mu akyerɛ Noh no ase.,I'm beginning to understand why you don't bother to try to explain things to Asamoah.
,,,,I am beginning to realize why you avoid explaining things to Asamoah 
,,,,I am starting to see why you dont try explaining things to Asamoah 
,Asamoah nyɛ me papa,,Ɔwɔ sakre.,She has a bicycle.
,,,,She owns a bicycle 
,,,,She has a bike 
,ɛnyɛ me papa ne Asamoah ,,Obi ho a obekum yɛ adeyɛ a anibere wom.,Suicide is a desperate act.
,,,,Taking one's own life is an act of desperation 
,,,,Suicide is an act done out of despair 
,,,,Ending one's life is a desperate measure
,Me papa nyɛ Asamoah ,,Ná Esi yɛ nkɔmmɔbɔ a ɛyɛ anigye.,Asamoah had a nice chat with Esi.
,,,,Asamoah talked pleasantly with Esi
,,,,He had a friendly chat with Esi 
,,,,Asamoah enjoyed a pleasnat conversation with Esi 
He likes singing.,N'ani gye nnwonto ho.,,Mepɛ sɛ wo ne me san ba.,I want you to come back with me.
,,,,I would like you to come back with me 
,,,,I want you to return with me
,ɔpɛ nnwontoɔ ,,Ɛsɛ sɛ mekɔ nnɛyi nhyiam.,I should've gone to yesterday's meeting.
,,,,I ought to have attended yesterday's meeting 
,,,,I regret not going to the meeting yesterday 
,,,,I should have been at the meeting yesterday
,Adeɛ a ɔpɛ ne nnwontoɔ ,,Yɛn kyerɛkyerɛfo no ma yenya sukuu dwumadi pii.,Our teacher gives us a lot of homework.
,,,,Our teachers assigns us a lot of homework 
,,,,We get a lot of homework from our teacher 
Who's your favorite teacher,Hena ne kyerɛkyerɛni a w'ani gye ne ho paa?,,Ɔbea bi a ne mfe akɔ anim ka kyerɛɛ Asamoah sɛ ɔte sɛ Charles Darwin.,Some old lady told Asamoah that he looked like Charles Darwin.
,Kyerɛkyerɛni bɛn na wopɛ n'asɛm?,,,An elderly woman told Asamoah he resembled Charles Darwin 
,Hwan ne ɔkyerkyerɛni a wopɛ n'asɛm?,,,Some old lady said Asamoah looked like Charles Darwin 
"Be respectful to your superiors, if you have any.","Sɛ wowɔ bi a,bu wo mpanyimfo.",,,An older woman remarked that Asamoah reminded her of Charles Darwin 
,Sɛ wowɔ akannifoɔ a fa anidie ma wɔn ,,Nnipa baahe na wɔte wo kurom?,How many people live in your town?
,,,,What is the population of your town?
,,,,How many people live where you live?
,,,,How many residents are in your town?
,"Sɛ wowɔ mpanimfoɔ a, bu wɔn ",,Wɔasi gyinae sɛ wɔbɛbɛn saa adwinnan no.,They've decided to close that factory.
,,,,They have made the decision to shut down that factory 
,,,,The factory is going to be closed by their decision 
,,,,They have agreed to close that factory 
How many friends do you have on Facebook?,Nnamfo dodow ahe na wowɔ wɔ Fcaebook so?,,Mede nsu hyɛɛ kuku bi mu ma.,I filled a vase with water.
,Wo nnamfonom a ɛwɔ Facebook yɛ sɛn?,,,I put water in a vase
,Wo Facebook nnamfonom yɛ dodoɔ sɛn?,,,I filled up a vase with water 
Children mostly lack patience.,"Mmere pii, mmofra nni ntoboase.",,Kwaku ntumi ntu ntɛm sɛnea Abena betumi ayɛ no.,Kwaku can't move as quickly as Abena can.
,,,,Kwaku is not as fast as Abena 
,,,,Kwaku cant keep up with Abena
,,,,Kwaku moves slower than Abena does 
,Abotare yɛ adeɛ a mpɛn pii no ara mmɔfra nni ,,Minim sɛ ade biako a yebetumi ayɛ ne anigye.,I know one thing we could do that might be fun.
,,,,I know one thing we could do that would be enjoyable 
,,,,I have an idea for something fun we could try 
,,,,I know something we could do for fun 
,Adeɛ a mmɔfra nni ne abotare,,Nyansahu yɛ den dodo.,Science is too hard.
,,,,Science is tough 
,,,,Science is difficult 
,,,,Science is challenging 
I can't keep lying to Osei,Mentumi nkɔso nni atoro nkyerɛ Osei,,Kwaku anyɛ bɔne biara.,Kwaku didn't mean any harm.
,,,,Kwaku meant no harm 
,,,,Kwaku didnt intend to hurt anyone 
,Mentumi ntoa so ntwa Osei ntorɔ ,,Mamfa me ho anto wo so.,I didn't hang up on you.
,,,,I didnt end the call on you 
,,,,I didnt hang up the phone on you 
,,,,I didnt cut you off
,Mentumi nni Osei atorɔ bio ,,Kwaku dii akɔneaba.,Kwaku waved.
,,,,Kwaku waved his hand 
,,,,Kwaku gave a wave 
That is not what I want,Ɛnyɛ eyi na mepɛ.,,Minnim nipa ko a ɔyɛ.,I don't know what kind of person he is.
,,,,I dont know his character 
,,,,I cant tell what kind of person he is 
,ɛnyɛ nea mepɛ nie ,,"Mepɛ mmuae tẽẽ, nanso biribiara nni hɔ bio.",I just want a straight answer. Nothing more.
,ɛnyɛ nea merehwehwɛ nie ,,,"I just want a clear answer, nothing else "
,Wei nyɛ nea mepɛ ,,,"Give me a straight answer, that's all "
,Nea mepɛ no nyɛ wei ,,,"I only want a direct answer, nothing more "
I just want to thank you for all of your help.,Mepɛ sɛ meda mo ase wɔ mo mmoa nyinaa ho.,,So na wunim sɛ wɔn mu binom te bepɔw yi so?,Did you know that some foxes lived on this mountain?
,,,,Were you aware that foxes once lived on this mountain?
,,,,Did you hear that foxes used to live up here?
,Mepɛ sɛ meda wo ase wɔ nea woayɛ ama me nyinaa ,,So wunim ɔkwan bi a wɔfa so tete akraman?,Do you know anything about training dogs?
,,,,Are you familiar with how to train dogs?
,,,,Do you have any knowledge about dog training?
,Mepɛ sɛ meda wo ase wɔ w'adɔeɛ nyinaa ho ,,"Nokwarem no, nsɛm ho amanneɛbɔ Kwame Jackson nyɛ adwuma no so panyin.",Kwame Jackson is actually not the manager.
,,,,"In fact, Kwame Jackson is not the manager"
,,,,"The truth is, Kwame Jackson is not the boss"
Can I go in there now?,So metumi akɔ hɔ seesei?,,Ɔyɛ yɔnko a n'asɛm yɛ mmɔbɔ.,He is an unpleasant fellow.
,,,,He is not a nice person 
,,,,He is raher disagreeable 
,Afei mɛtumi akɔ mu?,,Mayɛ biribiara a woka kyerɛɛ me no.,I've done everything you asked me to.
,,,,I have completed all the tasks you gave me 
,,,,I did everything you told me to 
,Afei mɛtumi awura mu?,,Mma aboa no kwan mma ɔnkɔ.,Don't let the cat out.
,,,,Keep the cat inside 
,,,,Dont allow the cat to go out 
,Mɛtumi awura mu seesei?,,Ɔkɔm rekum yɛn.,We're starving.
,,,,We are famished 
,,,,We are really hungry 
Kwabena gave thanks to God.,Kwabena daa Onyankopɔn ase.,,Ɔbɛsan aba nnansa yi ara.,She will come back before long.
,,,,She will return soon 
,,,,It wont be long before she comes back 
,Kwabena de aseda maa Onyankopɔn ,,Egye obi na wahu emu biako.,It takes one to know one.
,,,,Only someone like that would recognize it in another 
,,,,You would have to be the smae to spot it 
,Kwabena de Onyankopɔn aseda maa no ,,"Efi saa bere no, minni adagyew koraa.",I have not been busy since yesterday.
,,,,I havent had anything to do since yesterday 
,,,,I have been free since yesterday 
He devoted his life to his study.,Ɔde ne bere nyinaa suaa ade.,,M'ani wɔ me ho so paa.,I'm seeing ghosts.
,,,,I keep imagining spirits 
,,,,I feel like I am seeing apparitions 
,Watu ne ho asi hɔ ama n'adesua ,,"Mebɔɔ mmɔden mprenu, nanso emu biara anyɛ yiye.","I tried twice, but neither try worked."
,,,,I made two attempts but both failed 
